finding,ICD10_code,PFx,Word Count ,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,ICD10_trimmed,pfx_trimmed ,relaxed_pfx_accuracy,agent_trimmed,relaxed_agent_accuracy,relaxed_accuracy,relaxed_overall_score
Thyroid Nodule,E04.1,"A thyroid nodule is a little lump in your neck area. The place where it grows, called the thyroid, helps manage how your body gets energy and stays warm. Sometimes these lumps just show up out of nowhere. Think of them like finding a tiny rock in your shoe. They usually don't cause trouble but knowing about them means you and doctors can keep everything in check. It's like noticing a small bump on a road, so you can keep an eye on it and stay safe driving through.",89,E04.1,E04.1,TRUE,TRUE,90.29,1,1,1,5.29,1.631796502,E04,E04,1,E04,1,1,1.631796502
Thyroid Cyst,E04.1,"A thyroid cyst is like a tiny pouch of fluid on your thyroid gland. This gland is in your neck. It helps your body with energy. Picture the cyst as a small, quiet bubble that doesn't cause harm. These cysts are usually harmless and don't need treatment. They might get bigger or form a lump you can feel, but often people don't even notice them. Doctors might spot them by chance during an x-ray or ultrasound for something else.",79,E04.1,E04.1,TRUE,TRUE,85.39,1,1,1,0.39,1.743884892,E04,E04,1,E04,1,1,1.743884892
Thyroid Goiter,E04.9,"A thyroid goiter is when your thyroid gland in your neck gets bigger. The thyroid is a small organ shaped like a butterfly. It helps your body use energy and stay warm. When it gets bigger, it's called a goiter. Sometimes, you might feel a bump in your neck or see swelling. It usually doesn’t hurt or make you sick, but it might make it hard to breathe or swallow. Doctors often watch it to see if it causes any problems.",81,E04.9,E04.9,TRUE,TRUE,85.08,1,1,1,0.08,1.785185185,E04,E04,1,E04,1,1,1.785185185
Thyroiditis,E06.9,"Thyroiditis happens when the thyroid gland swells up. The thyroid is a small, butterfly-shaped gland in your neck. It can get swollen, like a balloon, for reasons such as germs or by mistake, when the body attacks it. This swelling can make the gland produce too much or too little hormone. When that happens, you might feel jumpy or very tired. The thyroid is tiny but important because it helps your body use energy. Think of it like a small motor that keeps everything working smoothly.",86,E06.9,E06.9,TRUE,TRUE,84.37,1,1,1,0.63,1.722699387,E06,E06,1,E06,1,1,1.722699387
Papillary Thyroid Carcinoma,C73,"Papillary Thyroid Carcinoma is a cancer that forms in the thyroid gland. This gland is in your neck and helps manage how your body uses energy. In this cancer, some cells in the thyroid grow too much and make a tiny bump or lump called a nodule. This is one of the most common types of thyroid cancer. It usually grows slowly. Many times, treatments work really well for this type of cancer. This means doctors have ways to help you feel better and live well, even if you have it.",91,C73,C73,TRUE,TRUE,83.66,1,1,1,1.34,1.685470085,C73,C73,1,C73,1,1,1.685470085
Multinodular Goiter,E04.2,"A multinodular goiter means your thyroid, a small gland in your neck, has some lumps. The thyroid is like a little engine that keeps your body running. Sometimes this engine develops small bumps called nodules. These nodules can make the thyroid appear bigger. Many people with a goiter don’t feel anything different. But some might feel a lump in their throat. It's common and usually not a big deal, but it's good to keep an eye on it. Doctors can help make sure everything is okay with your thyroid.",89,E04.2,E04.2,TRUE,TRUE,85.59,1,1,1,0.59,1.725786164,E04,E04,1,E04,1,1,1.725786164
Hyperthyroidism,E05.90,"Hyperthyroidism means your thyroid gland makes too much thyroxine. Your thyroid is in your neck and helps control how your body uses energy. Think of thyroxine like a car's gas. More gas makes the car go faster. With too much thyroxine, your body goes too fast. You might feel nervous, have trouble sleeping, or find your heart beats quickly. But don't worry! Doctors can give you medicines to help. They help slow things down, so you can feel better and stay healthy. It's important to follow your doctor’s advice to manage your condition.",93,E05.90,E05.90,TRUE,TRUE,87.42,1,1,1,2.42,1.658479532,E05,E05,1,E05,1,1,1.658479532
Thyroid Hematoma,M79.81,"Think of a thyroid hematoma like a small, hidden bruise in your neck. The thyroid is a tiny gland that helps with energy. Sometimes, this gland can get a bruise inside it, like when you bump your knee and it changes color. This happens if the thyroid gets injured somehow. Luckily, most of the time, this type of bruise isn't serious. It can go away on its own, much like how a bruise on your knee fades. It's okay to have this happen as it usually means the body is healing.",91,M79.81,E07.89,FALSE,TRUE,92.12,0,1,0.5,7.12,0.8246305419,M79,M79,1,E07,0,0.5,0.8246305419
Thyroid Calcifications,R93.2,"Thyroid calcifications are tiny bits of calcium in your thyroid, which is in your neck. This gland helps you use energy. The calcium bits are like small rocks in a garden. Doctors might find them when they take pictures of your neck for other reasons. Most times, these spots are harmless and need no treatment. Many people have them and don’t even know it. Sometimes doctors look at these spots more closely to make sure everything is okay.",78,R93.2,E07.8,FALSE,TRUE,85.59,0,1,0.5,0.59,0.9257861635,R93,R93,1,E07,0,0.5,0.9257861635
Tracheal Diverticulum,Q32.2,"A tracheal diverticulum is a little pouch that forms in your windpipe, which is the tube you breathe through. You can think of it as a tiny bubble in a straw. Most of the time, a tracheal diverticulum doesn't cause any problems, and many people don't even know it's there. Sometimes, it can get filled with mucus and might make you cough or change your voice a bit. But usually, it's not harmful and stays quietly as a part of your body without causing issues.",85,Q32.2,J39.8,FALSE,TRUE,79.6,0,1,0.5,5.4,0.83125,Q32,Q32,1,J39,0,0.5,0.83125
Tracheal Calcifications,R93.2,"Tracheal calcifications are small, hard spots that can form on your trachea, also called your windpipe. The trachea is a tube that carries air from your nose and mouth to your lungs. These spots are usually harmless and are kind of like little bumps or wrinkles that can appear as people get older. Just as seashells become stronger over time, your trachea can show these minor changes. Most people with tracheal calcifications don't have any symptoms or problems because of them, so they're often nothing to worry about.",88,R93.2,J39.8,FALSE,TRUE,70.53,0,1,0.5,14.47,0.8129282482,R93,R93,1,J39,0,0.5,0.8129282482
Tracheoesophageal Fistula,Q39.0,"Imagine there's a straw connecting two places in your body. One place is your food tube (esophagus), and the other is your air tube (trachea). A tracheoesophageal fistula is like this straw. It shouldn't be there. Because of it, food or drink can go to your lungs. This might make you cough or get lung infections. Doctors need to check and fix it. When it's fixed, you can eat and breathe better. Think of it as fixing a leaky pipe so everything flows like it's supposed to.",87,Q39.0,Q39.0,TRUE,TRUE,95.47,1,1,1,10.47,1.617436792,Q39,Q39,1,Q39,1,1,1.617436792
Carotid Artery Stenosis,I65.2,"Carotid artery stenosis means that the blood vessels in your neck, called the carotid arteries, are getting narrow. Imagine a drinking straw: if it gets squished, less liquid can flow through. The carotid arteries are very important because they carry blood to your brain. If they become too narrow, not enough blood might reach your brain, which can be a serious problem. It's like a garden hose that needs to be clear so that water can flow. This was found by chance and it's good to be informed for future reference.",91,I65.2,I65.2,TRUE,TRUE,81.43,1,1,1,3.57,1.643763676,I65,I65,1,I65,1,1,1.643763676
Jugular Vein Thrombosis,I82.891,"Jugular vein thrombosis means there is a blood clot in one of the veins in your neck called the jugular vein. This vein helps carry blood from your head back to your heart. Think of it like a small road jam where cars (your blood) are not moving as they should. Though not very common, it can be important to make sure the clot doesn’t cause bigger problems. Doctors usually look for reasons why this clot happened and might suggest ways to help blood move better in those veins, so things can flow smoothly again.",95,I82.891,I82.891,TRUE,TRUE,86.03,1,1,1,1.03,1.698522167,I82,I82,1,I82,1,1,1.698522167
Vertebral Artery Dissection,I77.74,"A vertebral artery dissection is when there is a tear in one of the arteries in your neck. These arteries are important because they carry blood to your brain. Imagine a garden hose with a tiny rip in it. Some water still gets through to water the plants, but some might leak out. In your body, if there's a tear, blood can go where it shouldn't, which might make you feel dizzy or give you a headache. It sounds worrying, but doctors know how to take care of it and will tell you if they need to do anything to help.",101,I77.74,I77.74,TRUE,TRUE,88.26,1,1,1,3.26,1.646948357,I77,I77,1,I77,1,1,1.646948357
Arteriovenous Malformation,Q28.2,"An Arteriovenous Malformation, or AVM, is a tangle of blood vessels in the brain. It's like when two roads that are not supposed to cross suddenly do. Blood can flow too quickly in these places, which isn't normal. Some people have an AVM and feel fine, without any symptoms. Doctors might find it by accident when looking for other things. It's good to know about AVMs, so you understand how they might affect the brain or health down the line.",80,Q28.2,Q28.2,TRUE,TRUE,83.36,1,1,1,1.64,1.675757576,Q28,Q28,1,Q28,1,1,1.675757576
Carotid Body Tumor,D44.7,"A carotid body tumor is a lump that grows where a big blood vessel splits into two branches in your neck. This blood vessel is a main pathway for blood to your brain. The tumor is usually not cancer, so it doesn't spread to other parts of the body. Think of the carotid artery like a highway, and the tumor as a bump on the road. The bump is there, but it may not cause trouble right now. It's important to check on it from time to time to make sure it doesn't grow or cause problems.",97,D44.7,D18.01,FALSE,TRUE,88.87,0,1,0.5,3.87,0.8410677618,D44,D44,1,D18,0,0.5,0.8410677618
