finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Thyroiditis,E06.9,"Thyroiditis is a condition where the thyroid gland, which is located in your neck, becomes inflamed. This can happen for different reasons, like an infection or an immune system problem. Sometimes, thyroiditis doesn't cause any symptoms and is found by accident during tests for other things. When symptoms do occur, they might include feeling tired, gaining or losing weight, or having a swollen neck. Most of the time, thyroiditis can be managed with medication or other treatments to help control symptoms and keep your thyroid working well.",87,E06.9,E06.9,TRUE,TRUE,62.27,1,1,1,22.73,1.60842815,E06,E06,1,E06,1,1,1.60842815
Papillary Thyroid Carcinoma,C73,"Papillary thyroid carcinoma is a type of thyroid cancer that is often found during imaging tests done for other reasons. It is the most common type of thyroid cancer and usually grows slowly. Most people with this type of cancer have a good outlook because it is often treatable. Treatment usually involves surgery to remove the thyroid gland, and sometimes additional treatments like radioactive iodine. It's important to follow up with your healthcare provider to discuss the best treatment plan for you.",82,C73,C73,TRUE,TRUE,63.29,1,1,1,21.71,1.608806693,C73,C73,1,C73,1,1,1.608806693
Multinodular Goiter,E04.2,"A multinodular goiter is a condition where the thyroid gland in your neck has grown larger and has multiple nodules or lumps. This is often found during a routine check-up or imaging test. Most of the time, these nodules are not cancerous and do not cause any symptoms. However, if the goiter becomes large, it might cause a feeling of pressure in the neck or trouble swallowing. It's important to monitor the goiter over time to ensure it doesn't cause any problems or require treatment.",85,E04.2,E04.2,TRUE,TRUE,71.14,1,1,1,13.86,1.61345895,E04,E04,1,E04,1,1,1.61345895
Hyperthyroidism,E05.90,"Hyperthyroidism is a condition where your thyroid gland, which is located in your neck, makes too much thyroid hormone. This can make your body work faster than normal. You might feel very energetic, have a fast heartbeat, or lose weight without trying. Sometimes, people with hyperthyroidism feel nervous or have trouble sleeping. It's important to talk to your doctor about how you're feeling, as they can help manage these symptoms. Treatment can help balance the hormone levels and make you feel better.",82,E05.90,E05.90,TRUE,TRUE,74.49,1,1,1,10.51,1.617376195,E05,E05,1,E05,1,1,1.617376195
Thyroid Hematoma,M79.81,"A thyroid hematoma is a collection of blood within the thyroid gland, often found incidentally during imaging tests. This can happen due to minor injury or bleeding within the gland. Patients should know that a thyroid hematoma is usually not serious and often resolves on its own without treatment. However, if you experience symptoms like neck swelling, pain, or difficulty breathing, it's important to seek medical attention. In most cases, the body will absorb the blood over time, and no further action is needed unless symptoms develop.",87,E07.89,E07.8,FALSE,FALSE,53.81,0,0,0,31.19,0.006213109661,M79,E07,0,E07,0,0,0.006213109661
Thyroid Calcifications,R93.2,"Thyroid calcifications are small calcium deposits that can be found in the thyroid gland during an ultrasound or other imaging tests. These are often discovered by chance and are usually not a cause for concern. Most thyroid calcifications are benign, meaning they are not cancerous and do not cause any symptoms. However, in some cases, they can be associated with thyroid nodules, which may need further evaluation. It's important to monitor any changes in the thyroid gland, but most people with thyroid calcifications do not need any treatment.",88,E04.1,E04.1,FALSE,FALSE,53.61,0,0,0,31.39,0.006174745292,R93,E04,0,E04,0,0,0.006174745292
Tracheal Stenosis,J39.8,"Tracheal stenosis is a condition where the windpipe, or trachea, becomes narrowed. This can make it harder to breathe and might cause symptoms like coughing, wheezing, or shortness of breath. Sometimes, tracheal stenosis is found by accident during tests for other issues. If you have this condition, it's important to know that treatment options are available. These might include medications, procedures to widen the trachea, or surgery, depending on how severe the narrowing is and how it affects your breathing.",80,J39.8,J39.8,TRUE,TRUE,63.7,1,1,1,21.3,1.60896861,J39,J39,1,J39,1,1,1.60896861
Tracheal Diverticulum,Q32.2,"A tracheal diverticulum is a small pouch that can form on the trachea, which is the tube that carries air to your lungs. It is often found by accident when doctors are looking at images of your chest for other reasons. Most of the time, a tracheal diverticulum does not cause any problems or symptoms, so it usually doesn't need any treatment. However, if you start to have symptoms like coughing or trouble breathing, it might be a good idea to talk to your doctor about it.",87,J39.8,J39.8,FALSE,FALSE,66.27,0,0,0,18.73,0.01013684744,Q32,J39,0,J39,0,0,0.01013684744
Tracheomalacia,Q27.8,"Tracheomalacia is a condition where the walls of the trachea, or windpipe, are softer than usual. This can make the trachea more flexible and sometimes cause it to collapse, especially when breathing out. It is often found by chance during tests for other conditions. Most people with tracheomalacia do not have symptoms, but some might experience noisy breathing, coughing, or trouble breathing. If symptoms are present, they can be managed with treatments like breathing exercises or, in rare cases, surgery. It's important to monitor any changes in breathing and discuss them with a healthcare provider.",95,J39.8,Q32.0,FALSE,FALSE,63.9,0,0,0,21.1,0.009049773756,Q27,Q32,0,J39,0,0,0.009049773756
Tracheal Mass,D38.5,"A tracheal mass is a growth found in the windpipe, which is the tube that carries air to your lungs. This mass can be discovered during imaging tests done for other reasons. It's important to know that not all tracheal masses are harmful, but some can cause breathing problems or other symptoms. If you experience symptoms like coughing, wheezing, or difficulty breathing, it's important to let your doctor know. They may suggest further tests to understand more about the mass and decide if any treatment is needed.",87,J39.8,J39.8,FALSE,FALSE,70.73,0,0,0,14.27,0.01309757695,D38,J39,0,J39,0,0,0.01309757695
Tracheal Calcifications,R93.2,"Tracheal calcifications are small calcium deposits found in the trachea, which is the tube that carries air to your lungs. These are often discovered by accident during imaging tests like X-rays or CT scans. Most of the time, tracheal calcifications are harmless and don't cause any symptoms. They are usually a normal part of aging and don't need any treatment. However, if you experience symptoms like coughing or difficulty breathing, it's important to let your doctor know so they can check if anything else might be causing these issues.",89,J98.8,R93.8,FALSE,FALSE,61.87,0,0,0,23.13,0.00828843763,R93,R93,1,J98,0,0.5,0.8082884376
Tracheoesophageal Fistula,Q39.0,"A tracheoesophageal fistula is a condition where there is an abnormal connection between the windpipe (trachea) and the food pipe (esophagus). This can cause problems with breathing and swallowing because food or liquid can pass into the lungs instead of the stomach. It is often found in newborns and can be serious if not treated. Treatment usually involves surgery to close the connection and ensure proper separation of the trachea and esophagus. After surgery, most children can eat and breathe normally, but they may need follow-up care to monitor their growth and development.",93,Q39.0,Q39.0,TRUE,TRUE,52.6,1,1,1,32.4,1.605988024,Q39,Q39,1,Q39,1,1,1.605988024
Carotid Artery Stenosis,I65.2,"Carotid artery stenosis is a condition where the large blood vessels in your neck, called carotid arteries, become narrowed. This can happen because of a buildup of fatty deposits, known as plaque. It's important to know that this narrowing can reduce blood flow to your brain, which might increase the risk of a stroke. However, many people with mild stenosis do not have symptoms. If the narrowing becomes more severe, it might cause symptoms like dizziness, weakness, or trouble speaking. In such cases, doctors may recommend treatments to help improve blood flow and reduce stroke risk.",96,I65.2,I65.2,TRUE,TRUE,72.16,1,1,1,12.84,1.614450867,I65,I65,1,I65,1,1,1.614450867
Jugular Vein Thrombosis,I82.891,"Jugular vein thrombosis is a condition where a blood clot forms in the jugular vein, which is a large vein in the neck. This can happen for various reasons, such as an injury, infection, or sometimes without a clear cause. It's important to know that this condition can lead to symptoms like neck pain, swelling, or difficulty swallowing. In some cases, it might not cause any symptoms at all. Treatment usually involves medications to help dissolve the clot and prevent new ones from forming. It's important to follow your doctor's advice to manage this condition effectively.",96,I82.891,I82.891,TRUE,TRUE,63.7,1,1,1,21.3,1.60896861,I82,I82,1,I82,1,1,1.60896861
Vertebral Artery Dissection,I77.74,"A vertebral artery dissection is a condition where there is a tear in the wall of one of the arteries in the neck that supply blood to the brain. This can sometimes happen after an injury or spontaneously. It might cause symptoms like neck pain, headache, or dizziness. In some cases, it can lead to more serious problems like a stroke. It's important to monitor for any symptoms and discuss with a healthcare provider if any concerns arise. Treatment may involve medications to prevent blood clots and, in some cases, other interventions.",92,I77.74,I77.74,TRUE,TRUE,72.87,1,1,1,12.13,1.615232292,I77,I77,1,I77,1,1,1.615232292
